resource_code,resource_name,resource_type,common_name,unit,price_median,price_min,price_max,price_mean,variant_count,currency,usage_count,tech_group,variable_parts_sample
KAME-LI-KAPU-KATO,Gate valves,abstract_material,Surface-mounted latch,pcs,1.08,1.08,1.08,1.08,1,EUR,4,SAME-KAVO-KAKAPU,
KAME-LI-KAPU-KAPU,Mortise locks,abstract_material,Lock,set,30.14,13.12,64.63,29.9,45,EUR,4,SAME-KAVO-KAKADX,"mortise cylinder lock, type ZV4, with latch • mortise cylinder lock, type ZV4, with latch, lever handles, and three-bar bolt, increased fire resistance • mortise, type ZV4, with cylinder mechanism • m"
KAME-LI-KAPU-MEKA,Handles,abstract_material,Bracket handle,pcs,2.23,1.21,6.9,2.77,6,EUR,4,SAME-KAVO-KARILI,"wooden on steel legs, length 354 mm, width 34 mm, height 72 mm • anodized aluminum alloy, length 160 mm • painted steel, length 100 mm • painted steel, length 80 mm • oxidized steel, length 80 mm • zi"
KAPU-TO-KARI-KAME,Cement-based dry mixes,abstract_material,Dry mixes,t,767.26,260.49,1184.47,749.17,6,EUR,4,MELI-KATO-KAMEKA,"fast-setting cement-based for leveling the floor base, self-leveling type, class B15 (M200), aggregate size up to KA.TORI mm, consumption 17 kg/m2 with a layer thickness of 10 mm • Cement-based fast-s"
KAPU-TO-KARI-MEVO,Adhesives for facing works (dry mix),abstract_material,Dry construction mixtures,t,546.11,249.86,2068.73,692.48,23,EUR,4,RILI-KASA-KAKAPU,"Cement-based adhesive waterproofing compounds with modifying additives for laying floor and wall tiles made of ceramics, mosaics, natural stone, and porcelain stoneware in water tanks, class C1T, B1, "
MEME-RI-MEKA-KARI,Parquet boards,abstract_material,"Parquet boards, faced with parquet strips made of wood",m2,277.21,112.18,296.44,228.61,3,EUR,4,RIVO-MEVO-KAKARI,"birch • beech, elm • oak, ash, elm, maple"
MERI-ME-KARI-KAPU,Self-adhesive waterproofing roll materials,abstract_material,Bitumen-polymer roofing roll material,m2,6.32,3.81,10.81,6.68,18,EUR,4,RILI-KAME-KAPUVO,"and waterproofing for the top layer of the roof with sun protection, torch-applied, glass fabric base, flexibility not higher than -20 °C, strength not less than 800-900 N, heat resistance not less th"
MERI-ME-KATO-KARI,Metal roofing,abstract_material,Metal roofing,m2,20.57,14.1,48.32,22.85,8,EUR,4,MESA-KALI-KAKAPU,"composite with aluminum-zinc coating and basalt granulate and acrylic primer applied to an acrylic base, metal base thickness KA.PUSA mm • with PVDF polymer coating, metal base thickness KA.SA mm, pol"
MEPU-RI-KATO-KALI,Cement-based waterproofing coating,abstract_material,"Single-component rubber-resin-based material, waterproofing, anti-corrosion, drying type, for transp",kg,25.27,25.27,25.27,25.27,1,EUR,4,RILI-KATO-KALIRI,
KAPU-TO-KAME-KALI,Lightweight cement-lime finishing mortars,abstract_material,Plaster mortar,m3,126.0,99.23,141.31,122.83,9,EUR,4,MELI-KARI-KAMEDX,"lime, M100 • lime, M150 • lime, M200 • lime, M25 • lime, M250 • lime, M300 • lime, M4 • lime, M50 • lime, M75"
KAME-LI-MEDX-KAME,Hoses,abstract_material,"Concrete delivery hose, diameter 125 mm",m,247.02,247.02,247.02,247.02,1,EUR,4,TOTO-MEME-KAKATO,
METO-ME-KARI-KAPU,Polished marble slabs for steps and window sills,abstract_material,Polished marble slab for,m2,348.13,341.42,555.02,414.86,3,EUR,4,RIVO-RIRI-MEKADX,"window sills, Koelginskoye deposit, width 300 mm, thickness 20 mm • stair risers, Koelginskoye deposit, width 180 mm, thickness 20 mm • steps, Koelginskoye deposit, width 350 mm, thickness 30 mm"
KAME-LI-MEKA-KANE,"Dyes, pigments",abstract_material,,kg,4.43,3.57,50.27,9.54,9,EUR,4,RIVO-KADX-KAKAME,"Powdered additive (dye) for hydroseeding lawns, consumption KA.KAKAKASA kg/m2 • Dry pigment (dye) for sports poured polyurethane coatings with rubber crumbs, white color • Dry pigment (dye) for sports"
KAME-LI-MESA-MEPU,Screws,abstract_material,Self-tapping steel screws,100 pcs,3.78,0.62,91.62,6.75,36,EUR,4,SAME-KATO-KAKARI,"painted with a hexagonal head in an assembly with washers and rubber gaskets with a diameter of 14 mm, drill bit, diameter PU.VO mm, length 29 mm • painted with hexagonal head in assembly with washers"
KASA-TO-KARI-MESA,Molded pieces,abstract_material,,pcs,20.86,5.31,46.17,26.52,1,EUR,4,RIVO-MEPU-TOKAME,Transportation of Class I cargo by concrete mixer trucks with a drum capacity of up to 6 m3 on dirt roads and winter roads for a distance of 1 km • Transportation of Class I cargo by concrete mixer tr
MEPU-TO-KAME-KATO,Primer,abstract_material,Primer composition,t,1.73,1.06,2.26,1.59,1,EUR,4,RIVO-KAME-KAKADX,deep penetration • strengthening universal
MEPU-SA-KATO-KARI,Dry cement paints,abstract_material,,t,6798.55,4289.98,9307.13,6798.55,2,EUR,4,RIVO-KAPU-KAPUNE,"Zinc white, grade BC0M • Dry cement paint for exterior use"
MEPU-SA-KAVO-KAPU,Textured coatings based on acrylic copolymers,abstract_material,Composition,t,4954.71,2545.06,12721.25,5105.46,46,EUR,4,RIVO-KATO-KAKAME,"Decorative acrylic copolymer-based plaster finish for exterior and interior finishing and protection of cement-chipboard panels, chrysotile cement sheets, expanded polystyrene products, and natural st"
KADX-TO-KARI-KAME,PVC handrail for interior wall finishing with aluminum base,abstract_material,,m,184.27,151.93,216.62,184.27,2,EUR,4,RIVO-METO-KASASA,"PVC handrail for interior wall finishing with an aluminum base RI.RI mm thick, PVC profile thickness 2 mm, diameter 50 mm • PVC handrail-bumper for interior wall finishing with an aluminum base RI.RI "
KADX-TO-KAME-KAME,PVC handrail-bumper for interior wall finishing with aluminum base,abstract_material,,m,305.56,174.33,523.2,317.56,12,EUR,4,RIVO-MERI-KAMEME,"135° angle cover made of PVC, with an aluminum base ME.TO mm thick, for interior wall finishing, cover profile thickness 2 mm, dimensions 76x76x12 mm • Rounded corner cover made of ME.SA mm thick PVC,"
RIPU-TO-KATO-KARI,"Sewer pipes made of high-density polyethylene pipes with sleeves, diameter 50 mm",abstract_material,,m,21.76,1.55,22.53,17.72,1,EUR,4,TOTO-KALI-KAMEKA,"Loading onto motor vehicles: materials transported in bags and packages, with a weight of 52 to 80 kilograms per unit • Unloading from motor vehicles: materials transported in bags and packages, with "
RIPU-TO-KATO-KAVO,Cross-linked polyethylene pipes,abstract_material,"Rigid molecularly cross-linked polyethylene pipes for heating and water supply, nominal outer diamet",m,11.57,3.41,38.06,15.45,7,EUR,4,TOTO-KALI-KAPULI,"16 mm, wall thickness RI.RI mm • 20 mm, wall thickness RI.VO mm • 25 mm, wall thickness TO.SA mm • 32 mm, wall thickness PU.PU mm • 40 mm, wall thickness SA.SA mm • 50 mm, wall thickness NE.DX mm • 63"
MEVO-RI-KANE-MEKA,Gullys,abstract_material,Ladder,set,114.81,53.78,317.27,136.58,7,EUR,4,TONE-KATO-KAKASA,"stainless steel with bottom water outlet, removable grate, outlet diameter 110 mm, wall thickness PU.SA mm, dimensions 300x300x325 mm • stainless steel with bottom water outlet, removable grate, outle"
MEVO-RI-KATO-KARI,Shower curtains,abstract_material,,set,586.48,104.53,851.08,525.96,10,EUR,4,TONE-MEVO-KAKASA,"Shower enclosure with corner entry, complete with plastic tray, sliding glass doors, dimensions 800x800x2250 mm • Three-panel sliding bath curtain with plastic stained glass, painted aluminum profile "
MEDX-TO-KAME-MEME,Fire-retardant valves,abstract_material,Fire-retardant valve with fire resistance limit,pcs,293.57,181.3,521.85,315.92,16,EUR,4,TONE-KAVO-KAKANE,"KA.RISA hours, perimeter 1000 mm, type AZE086.000 • KA.RISA hours, perimeter 1300 mm, type AZE086.000-01 • KA.RISA hours, perimeter 1600 mm, type AZE088.000 • KA.RISA hours, perimeter 1800 mm, type AZ"
MEDX-TO-KAME-KAVO,Butterfly valves,abstract_material,Paddle valve for axial fans up to,pcs,287.44,195.07,572.76,335.68,4,EUR,4,TONE-KAVO-MEMEME,"MERI.SA numbers, KL00.000-05 • 4 numbers, KL00.000 • 5 numbers, KL00.000-01 • 8 numbers, KL00.000-03"
RIME-ME-KASA-KAME,Cable,abstract_material,Flexible power cable with copper conductors,m,58119.56,875.26,394030.46,175348.96,1,EUR,4,PUKA-KAME-KAKAME,KG 1x10-660 • KG 1x120-660 • KG 1x150-660 • KG 1x16-660 • KG 1x185-660 • KG 1x2.5-660 • KG 1x240-660 • KG 1x25-660 • KG 1x300-660 • KG 1x35-660 • KG 1x4-660 • KG 1x400-660 • KG 1x50-660 • KG 1x6-660 •
RIPU-ME-KAME-KASA,Protective cover for sealing collars,abstract_material,Protective cover for sealing cuff,pcs,344.22,235.82,456.39,346.49,5,EUR,4,RINE-KAME-KADXKA,1020/1220 mm • 1220/1420 mm • 530/820 mm • 720/1020 mm • 820/1020 mm
MERI-RI-KASA-KAVO,Glass fiber-based thermal insulation boards,abstract_material,"Mineral wool thermal insulation boards based on glass fiber, flammability group NG, density",m3,114.45,53.05,266.05,126.99,6,EUR,4,RISA-KAPU-KAPUVO,"15 kg/m3, thermal conductivity at 10/25 °C no more than KA.KATOLI/KA.KAPUKA W/(m*K) • 20 kg/m3, thermal conductivity at 10/25 °C no more than KA.KATOPU/KA.KATOLI W/(m*K) • 30 kg/m3, thermal conductivi"
MEPU-SA-KAME-KATO,High-density two-component silicone fireproof sealants,abstract_material,Sealant,kg,71.44,9.07,216.66,99.06,3,EUR,4,RILI-KANE-KAKADX,"two-component polysulfide thiokol, outside residential premises, for sealing joints in building structures, joints, gaps, cracks in building facades, metal roof joints • two-component fluorinated orga"
KAME-RI-KATO-KANE,Emulsifier solution,abstract_material,Emulsifier for cationic bitumen emulsions of fast and medium breakdown,t,13.43,0,13.43,11.19,1,EUR,4,SAPU-MEVO-KAMEKA,
KALI-RI-KALI-KAVO,Frame structures,abstract_material,,t,3864.75,3343.17,4036.39,3731.32,5,EUR,4,NESA-KADX-KAKAME,"Metal frame construction made of beams and sheet steel • Galvanized steel frame support for mounting road signs, shields, traffic lights, brand RMG, weight from KA.SA to ME.SA tons • Galvanized steel "
RIKA-RI-KANE-KASA,Brackets,abstract_material,"Bracket for support, KS-1",kg,3.02,3.02,3.02,3.02,1,EUR,4,SAME-KAME-KAMEME,
KAME-SA-KATO-KALI,"Artificial road bump, collapsible, wave-shaped, edge element, dimensions 250x500 mm",abstract_material,Artificial road unevenness,pcs,39.82,9.65,82.35,37.84,9,EUR,4,NESA-KASA-KAKAPU,"wave-shaped, middle element, dimensions 495x425 mm • collapsible wave-shaped, composite, edge element, maximum speed 30 km/h (A2), dimensions 250x500 mm, crest height 50-60 mm • collapsible wave-shape"
RIKA-ME-KARI-MEVO,Stainless steel banding tape,abstract_material,"Bandage tapes for fastening made of stainless steel 08X18H10, steel thickness KA.LINE mm, tape width",10 m,32.98,32.98,32.98,32.98,1,EUR,4,METO-KARI-KAMETO,
RISA-RI-KARI-KARI,Insulated consoles,abstract_material,Insulated channel steel cantilevers,pcs,5960.01,1247.15,7061.36,5272.25,1,EUR,4,NERI-KANE-KAKAME,"with extended thrust, galvanized, weight up to 60 kg • with extended thrust, galvanized, weight over 60 kg • with compressed thrust, painted, weight over 60 kg"
KASA-ME-KARI-KAME,Reinforced concrete anchors,abstract_material,,m3,899.95,650.12,916.58,822.21,3,EUR,4,NERI-RIRI-KAKATO,"Three-beam reinforced concrete anchors for fastening contact network anchor supports, B30 concrete, reinforcement consumption from 50 to 100 kg/m3 • Cylindrical reinforced concrete anchors, concrete B"
KASA-ME-KASA-KARI,Reinforced concrete foundation blocks for outdoor switchgear,abstract_material,,pcs,612.05,242.91,981.18,637.29,1,EUR,4,MEVO-KAME-KASANE,"Reinforced concrete blocks for basement walls, hollow, volume up to ME.LI m3, concrete B15, reinforcement consumption up to 50 kg/m3 • Reinforced concrete foundations for collector columns, volume up "
RISA-ME-KASA-KAPU,Rail whip,abstract_material,"Railway rails, type",t,4063.84,3133.36,5128.32,4097.34,4,EUR,4,SADX-KARI-KAKAME,P18 • P24 • P33 • P38
MEVO-ME-MEME-KALI,Track gauge adjusters for metro systems,abstract_material,,pcs,5.54,3.92,16.54,8.67,3,EUR,4,NEKA-RITO-KAKARI,"Steel gauge regulator for the metro, dimensions 130x86.5x21 mm, steel thickness 4 mm • Steel gauge regulator for metro, dimensions 130x89x21 mm, steel thickness 6 mm • Pressure device for installing a"
RISA-ME-KATO-KAPU,Clamping staples,abstract_material,Steel rail fastening bracket,pcs,3.36,1.09,5.64,3.36,2,EUR,4,SAVO-KASA-KAKARI,"ZBR, type CP-TONEDX.KAKATO • ZBR-65, type CP-TONEDX.MEKAME"
KAVO-PU-KATO-KAME,B-II steel reinforcing wire,abstract_material,"Low-carbon steel reinforcing wire, class Vp-1, diameter 4-5 mm",t,1395.28,1395.28,1395.28,1395.28,1,EUR,4,MEPU-KAME-KATORI,
KALI-TO-KARI-MERI,Corrugated metal road pipes,abstract_material,Spiral-wound corrugated metal pipes with,m,600.19,119.19,2538.39,810.66,72,EUR,4,TOTO-KAPU-KANEVO,"double coating, corrugation size 125x26 mm, inner diameter 1000 mm, metal thickness RI.KA mm • double coating, corrugation size 125x26 mm, inner diameter 1000 mm, metal thickness RI.SA mm • double coa"
RIKA-ME-KAME-KAVO,Branch clamps,abstract_material,Clamps,100 pcs,504.82,321.11,647.18,468.08,1,EUR,4,PUTO-KAME-KAKAVO,branch connectors with branch wires with a cross-section of 16-95 mm2 • branch connectors with branch wires with a cross-section of 4-35 mm2 • flat connectors for connecting uninsulated aluminum condu
RIKA-ME-KAME-MERI,Fastening kit for intermediate supports,abstract_material,Supporting clamp,pcs,84.7,6.8,608.19,118.51,30,EUR,4,PUTO-KAME-KAMERI,blind 2PGN-5-1 • blind 2PGN-5-10 • blind 2PGN-5-7(A-K) • blind 3PGN-5-13 • blind 3PGN-5-7 • blind PG-1-11 • blind PG-2-11A • blind PG-2-11B • blind PG-2-11D • blind PG-3-10 • blind PGG-30/12-20 • blin
MEME-RI-MEME-KATO,"Plywood covered with opaque decorative paper, grade DF-2, thickness 4 mm",abstract_material,"Decorative plywood faced with film (paper) with wood texture, brand DF-2, thickness 4 mm",m2,148.44,0,148.44,123.7,1,EUR,4,MENE-KAPU-KAKAPU,
MEME-ME-KAME-KAPU,"Tongue-and-groove boards, grade I, thickness 60 mm",abstract_material,Board,m3,1164.23,741.66,3517.83,1503.74,27,EUR,4,MENE-KARI-KANENE,"For flooring, tongue-and-groove softwood (spruce, pine), thickness 27-28 mm, width without tongue 90-140 mm, grade AB • for flooring, tongue-and-groove softwood (spruce, pine), thickness 27-28 mm, wid"
MERI-RI-KATO-KAPU,Foam diatomite brick,abstract_material,,m3,401.01,48.9,1122.65,440.74,5,EUR,4,MEME-KARI-KARITO,"Expanded vermiculite • Foam diatomite brick, apparent density 400 kg/m3, maximum application temperature 950 °C • Coarse expanded perlite sand, grade 75, grain size ME.RISA-SA mm • Thermolite • Expand"
KAME-LI-KANE-KARI,Waterproofing tape,abstract_material,,m,9.82,1.04,63.89,29.3,5,EUR,4,RILI-KAME-KAKALI,"Waterproofing tapes, vapor-permeable butyl rubber, made of non-woven membrane-type material, with adhesive coating on the inner edges and anti-adhesive coating, beige color, width 80 mm • Self-adhesiv"
KATO-ME-KAME-KAME,Gypsum binders,abstract_material,Construction gypsum,t,456.84,169.84,550.01,366.5,9,EUR,4,MELI-KASA-KAKARI,G-16 • G-19 • G-22 • G-25 • G-3 • G-4 • G-5 • G-6 • G-7
MEPU-RI-KAPU-KAME,Coal tar resins,abstract_material,Coal tar for road construction,t,175.4,175.4,175.4,175.4,1,EUR,4,RILI-KAPU-KAKATO,
KASA-TO-KAME-KARI,Details,abstract_material,,pcs,69.33,41.22,116.19,74.02,4,EUR,4,RIVO-MEPU-KAKALI,"Cylindrical plaster balusters, bottle-shaped and square, without ornamentation, height up to 750 mm • Cylindrical plaster balusters, bottle-shaped and square, without ornamentation, height from 751 to"
KASA-TO-KAME-MELI,Details,abstract_material,"Plaster triglyph, height",pcs,33.72,23.6,112.47,56.6,3,EUR,4,RIVO-MEPU-TOMEVO,up to 250 mm • from 251 to 350 mm • from 351 to 750 mm
MEVO-SA-KAVO-MEDX,Rubber shut-off balls,abstract_material,"Rubber shut-off ball, diameter",pcs,333.93,169.17,1233.75,492.66,16,EUR,4,TONE-MEPU-KATONE,100 mm • 1000 mm • 1200 mm • 125 mm • 1400 mm • 150 mm • 200 mm • 250 mm • 300 mm • 350 mm • 400 mm • 500 mm • 600 mm • 700 mm • 800 mm • 900 mm
MELI-PU-KARI-KAPU,Microsilica,abstract_material,"Condensed microsilica, brand",kg,0.49,0.43,0.55,0.49,2,EUR,4,MELI-KAPU-KAMETO,MK-85 • MKU-85
KAME-LI-MERI-MEKA,Geosynthetic mesh,abstract_material,"Polyester geogrid with non-woven fabric, bitumen-impregnated, tensile strength 50/50 kN/m",m2,1.38,1.38,1.38,1.38,1,EUR,3,SAPU-KAVO-KAKAPU,
RIKA-ME-KAME-MEPU,Cable clamps,abstract_material,K676U3 cable clamp,pcs,7.29,7.29,7.29,7.29,1,EUR,3,MEPU-KARI-KATODX,
KAME-LI-MERI-KATO,Extruded geomats,abstract_material,Extruded polypropylene geomat,m2,3.97,2.81,5.65,4.11,6,EUR,3,SAPU-KASA-KAKARI,"three-dimensional with non-woven fabric backing on both sides, density 590 g/m2, longitudinal/transverse tensile strength 9/7 kN/m • three-dimensional with non-woven fabric backing on one side, densit"
KAVO-TO-MERI-KAME,Steel I-beams,abstract_material,"Special I-beams, steel grade",t,2790.14,2036.41,3011.57,2613.51,6,EUR,3,METO-KAPU-KAKARI,"09G2S, 12G2S, No. 18M-24M • 09G2S, 12G2S, No. 30M-45M • S345-S440, No. 18M-24M • S345-S440, No. 30M-45M • St3ps, St3sp, No. 18M-24M • St3ps, St3sp, No. 30M-45M"
RIME-RI-KATO-KADX,Wire,abstract_material,PNSV 1x1.2 wire,m,0.05,0.05,0.05,0.05,1,EUR,3,PUME-KATO-KAKAME,
KALI-TO-KARI-MEKA,Metal structures for deformation joints,abstract_material,,m,660.65,60.48,13666.06,2821.61,32,EUR,3,MESA-KASA-KAPUME,"Design of a multi-profile deformation joint with swivel crossbars and rubber V-shaped compensators for reinforced concrete span structures, calculated longitudinal displacement ±120 mm, for railway br"
KASA-ME-KATO-KAME,Binding beams,abstract_material,Reinforced concrete tie beams,pcs,690.32,0,690.32,575.27,1,EUR,3,MEVO-KAME-KAKAME,
KASA-ME-KALI-MENE,Precast reinforced concrete structures,abstract_material,"Reinforced concrete cornice slabs (panels, stones), concrete B7.5 with a density of less than 1900 k",pcs,179.01,3.67,672.56,332.84,2,EUR,3,MEVO-KAME-METOME,"(insulated), KA.TO m3, B15 concrete, reinforcement consumption up to 50 kg/m3 • KA.DX m3, B15 concrete, reinforcement consumption from 50 to 100 kg/m3"
MEME-ME-KAME-MESA,Wooden handrails,abstract_material,Handrails,m,7.57,5.31,18.55,9.73,5,EUR,3,MENE-KALI-KAKAME,"oak, cross-section 44x65 mm • wood, cross-section 26x54 mm • wood, cross-section 26x75 mm • wood, cross-section 44x54 mm • wood, cross-section 44x75 mm"
