resource_code,resource_name,resource_type,category,unit,unit_rate_avg,unit_rate_min,unit_rate_max,avg_cost_per_use,avg_quantity_per_use,currency,usage_count,price_variants,used_in_items_count,regions,parent_work_category,parent_collection,parent_department
KAME-SA-KATO-KATO,Road signs,material,Other,pcs,105.49,105.49,105.49,10074.51,95.5,EUR,20,1,14,ENG_TORONTO,CONSTRUCTION WORK,Motorways;Tunnels and subways,ROAD CONSTRUCTION;TRACK DEVICE
RINE-ME-KARI-KATO_KAKARIME,"Rail fastening pad, type ""Metro"" P50",material,Other,pcs,50.68,50.68,50.68,79067.05,1560.088,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Tunnels and subways,TRACK DEVICE
DXME-MESA-KAME_KAKARI,"Tractor dump trailers, load capacity up to NE.SA t",equipment,Trucks & Vehicles,Machine hours,1.06,1.06,1.06,2.48,2.3275,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Power lines,OVERHEAD POWER LINES WITH A VOLTAGE OF 35-1150 KV
DXME-KASA-METO_KARITO,Electricity: consumption ME.DX kW·h/machine-hour,electricity,Electricity,Machine hours,0.25,0.25,0.25,0.18,0.702,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS,Concrete and reinforced concrete structures of hydraulic engineering structures;External engineering networks,"HYDROPOWER FACILITY STRUCTURES WITH A TOTAL CONCRETE VOLUME OF OVER 100,000 M3;RECONSTRUCTION AND REPAIR OF OUTDOOR SEWAGE NETWORKS USING NON-DIGGING METHODS"
DXME-RIKA-MERI_KATOKA,"Self-propelled dredgers, hold volume 900 m3",equipment,Other,Machine hours,2171.27,2171.27,2171.27,3243.87,1.494,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KATOME,"Self-propelled dredgers, hold capacity 1300 m3",equipment,Other,Machine hours,3141.21,3141.21,3141.21,3205.61,1.0205,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KATORI,"Self-propelled dredgers, hold capacity 1800 m3",equipment,Other,Machine hours,4096.08,4096.08,4096.08,3162.17,0.772,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KATOTO,"Self-propelled dredgers, hold capacity 2400 m3",equipment,Other,Machine hours,4688.49,4688.49,4688.49,2951.4,0.6295,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KATOPU,"Self-propelled dredgers, hold capacity 2700 m3",equipment,Other,Machine hours,5395.12,5395.12,5395.12,2972.71,0.551,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KATOSA,"Self-propelled dredgers, hold capacity 3500 m3",equipment,Other,Machine hours,6253.24,6253.24,6253.24,2601.35,0.416,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KATONE,"Self-propelled dredgers, hold capacity 4700 m3",equipment,Other,Machine hours,7451.08,7451.08,7451.08,2354.54,0.316,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KATOLI,"Self-propelled dredgers, hold capacity 6200 m3",equipment,Other,Machine hours,8941.79,8941.79,8941.79,2239.92,0.2505,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KATOVO,"Self-propelled dredgers, hold capacity 7700 m3",equipment,Other,Machine hours,10126.32,10126.32,10126.32,2318.93,0.229,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KATODX,"Self-propelled dredgers, hold capacity 9100 m3",equipment,Other,Machine hours,12042.71,12042.71,12042.71,2667.46,0.2215,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KAPUKA,"Self-propelled dredgers, hold capacity 11,000 m3",equipment,Other,Machine hours,13833.78,13833.78,13833.78,2863.59,0.207,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KAPUME,"Self-propelled dredgers, hold capacity 12,500 m3",equipment,Other,Machine hours,15667.66,15667.66,15667.66,2851.51,0.182,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KAPURI,"Self-propelled dredgers, hold capacity 13,500 m3",equipment,Other,Machine hours,16524.38,16524.38,16524.38,2850.45,0.1725,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KAPUTO,"Self-propelled dredgers, hold capacity 18,000 m3",equipment,Other,Machine hours,21152.89,21152.89,21152.89,2834.49,0.134,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KAPUPU,"Self-propelled dredgers, hold capacity 19,000 m3",equipment,Other,Machine hours,22863.17,22863.17,22863.17,3040.8,0.133,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KAPUSA,"Self-propelled dredgers, hold capacity 22,500 m3",equipment,Other,Machine hours,24816.54,24816.54,24816.54,3100.83,0.1316,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KAPUNE,"Self-propelled dredgers, hold capacity 24,000 m3",equipment,Other,Machine hours,29869.19,29869.19,29869.19,2867.44,0.1357,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KAPULI,"Self-propelled dredgers, hold capacity 35,000 m3",equipment,Other,Machine hours,32888.71,32888.71,32888.71,2266.36,0.1133,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
DXME-RIKA-MERI_KAPUVO,"Self-propelled dredgers, hold capacity 45,000 m3",equipment,Other,Machine hours,43300.4,43300.4,43300.4,2446.69,0.1009,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Underwater construction (diving) works,DREDGING WORKS IN MARINE CONDITIONS
MELI-PU-KATO-KARI_KAKAKARI,"Plasticized dinas refractory mortar, grade MD-92",material,Concrete & Cement,t,729.22,729.22,729.22,63.44,0.087,EUR,20,1,20,ENG_TORONTO,CONSTRUCTION WORK,Industrial furnaces and pipes,LAYING OF BLAST FURNACE AIR HEATERS;LAYING OF ELEMENTS OF GENERAL-PURPOSE HEATING UNITS
KAME-ME-KARI-KAME_KAKAKATO,"Asbestos cement sheets, grades A, B, G, thickness 5-20 mm",material,Concrete & Cement,kg,936.96,54.42,2015.63,5786.41,5.601,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Electrical installations;Электротехнические установки,DISTRIBUTION DEVICES AND SUBSTATIONS;КАНАЛИЗАЦИЯ ЭЛЕКТРОЭНЕРГИИ И ЭЛЕКТРИЧЕСКИЕ СЕТИ
RIKA-ME-KARI-RIKA_KAKAKAME,Cable anchors,material,Fasteners,100 pcs,3412.84,221.4,8200.0,242.67,0.0841,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Electrical installations;Электротехнические установки,ELECTRIC POWER AND ELECTRIC LIGHTING INSTALLATIONS;ЭЛЕКТРОСИЛОВЫЕ И ЭЛЕКТРООСВЕТИТЕЛЬНЫЕ УСТАНОВКИ
MEPU-PU-KATO-KASA_KAKAMENE,KO-916 heat-resistant organosilicon varnish,material,Paint & Coatings,kg,763.9,40.17,1487.63,668.79,0.8758,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Electrical installations;Signaling, centralization, interlocking, and contact network equipment for railway transport;Оборудование сигнализации, централизации, блокировки и контактной сети на железнодорожном транспорте","SIGNALING, CENTRALIZATION, AND LOCKING EQUIPMENT FOR RAILWAYS;КАНАЛИЗАЦИЯ ЭЛЕКТРОЭНЕРГИИ И ЭЛЕКТРИЧЕСКИЕ СЕТИ"
KAME-LI-MESA-MEKA_KAKANEKA,"Single-prong steel mounting staples (SO), fastening diameter 10-14 mm",material,Steel & Metal,100 pcs,80.19,4.22,156.17,416.75,5.197,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Communication equipment;Devices, automation and computing equipment;Process pipelines","PIPE CONDUITS FOR AUTOMATION SYSTEMS;РАДИОСВЯЗЬ, РАДИОВЕЩАНИЕ, РАДИОФИКАЦИЯ И ТЕЛЕВИДЕНИЕ"
DXME-MEME-KAME_KAKATO,"Wheeled cable layers for trenchless laying of both copper and fiber optic cables with simultaneous laying of control tape, as well as polyethylene pipes, cable or pipe diameter up to 65 mm, laying dep",equipment,Other,Machine hours,90.5,4.76,176.25,1169.41,12.921,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Communication equipment;Оборудование связи,COMMUNICATION LINES;ЛИНИИ СВЯЗИ
DXME-MEME-KAME_KAKARI,Wheeled cable laying trailers for laying all types of long-distance communication cables at a depth of KA.DX to ME.RI m,equipment,Other,Machine hours,74.78,3.93,145.64,1952.43,26.107,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Communication equipment;Оборудование связи,SERVICE COMMUNICATIONS ON RAILWAY TRANSPORT;СВЯЗЬ СЛУЖЕБНАЯ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ
KAVO-TO-MEME-KAME_KAKATORI,"Perforated channel bar, steel grades St3ps, St3sp, dimensions 60x35 mm",material,Steel & Metal,m,165.23,8.69,321.78,591.04,3.577,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Process pipelines;Приборы, средства автоматизации и вычислительной техники;Технологические трубопроводы",PIPE CONDUITS FOR AUTOMATION SYSTEMS;ТРУБНЫЕ ПРОВОДКИ СИСТЕМ АВТОМАТИЗАЦИИ
MERI-RI-KAPU-MERI_KAKASATO,"Technical mats, width 1000 mm, thickness 25 mm",material,Other,m,465.22,24.46,905.98,9118.37,19.6,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Equipment for chemical and oil refining plants;Оборудование предприятий химической и нефтеперерабатывающей промышленности,EQUIPMENT FOR INDIVIDUAL CHEMICAL INDUSTRY PRODUCTION FACILITIES;ОБОРУДОВАНИЕ ОТДЕЛЬНЫХ ПРОИЗВОДСТВ ХИМИЧЕСКОЙ ПРОМЫШЛЕННОСТИ
RIKA-RI-KAME-KANE_KAKAKASA,"Tinned copper cable sleeves for crimping to connect wires and cables with copper conductors with a cross-section of 25 mm2, inner diameter 7 mm",material,Electrical,100 pcs,1839.95,96.75,3583.15,2557.53,1.39,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Signaling, centralization, interlocking, and contact network equipment for railway transport;Оборудование сигнализации, централизации, блокировки и контактной сети на железнодорожном транспорте","SIGNALING, CENTRALIZATION, AND LOCKING EQUIPMENT FOR RAILWAYS;ОБОРУДОВАНИЕ СИГНАЛИЗАЦИИ, ЦЕНТРАЛИЗАЦИИ И БЛОКИРОВКИ НА ЖЕЛЕЗНЫХ ДОРОГАХ"
RIKA-RI-KAME-KAVO_KAKAKARI,"Sleeves with heat-shrinkable insulation, cross-section ME.SA-RI.SA mm2",material,Insulation,100 pcs,2134.38,112.23,4156.53,153.65,0.08,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Signaling, centralization, interlocking, and contact network equipment for railway transport;Оборудование сигнализации, централизации, блокировки и контактной сети на железнодорожном транспорте","SIGNALING, CENTRALIZATION, AND LOCKING EQUIPMENT FOR RAILWAYS;ОБОРУДОВАНИЕ СИГНАЛИЗАЦИИ, ЦЕНТРАЛИЗАЦИИ И БЛОКИРОВКИ НА ЖЕЛЕЗНЫХ ДОРОГАХ"
RISA-RI-KAME-MEVO_KAKAKAME,"KS-118 articulated reverse lock stand, painted",material,Paint & Coatings,pcs,482.39,25.36,939.43,3111.96,6.451,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Signaling, centralization, interlocking, and contact network equipment for railway transport;Оборудование сигнализации, централизации, блокировки и контактной сети на железнодорожном транспорте",CONTACT NETWORKS ON RAILWAY TRANSPORT;СЕТИ КОНТАКТНЫЕ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ
RISA-RI-KAME-MEVO_KAKAKATO,"KS-117 articulated straight fastener rack, cast iron, painted",material,Steel & Metal,pcs,587.67,30.9,1144.43,2674.46,4.551,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Signaling, centralization, interlocking, and contact network equipment for railway transport;Оборудование сигнализации, централизации, блокировки и контактной сети на железнодорожном транспорте",CONTACT NETWORKS ON RAILWAY TRANSPORT;СЕТИ КОНТАКТНЫЕ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ
RILI-RI-KATO-KARI_KAKAKATO,"Painted steel articulated reverse fastener, type FOI-2, length 3200 mm",material,Steel & Metal,pcs,4253.07,223.63,8282.51,25735.33,6.051,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Signaling, centralization, interlocking, and contact network equipment for railway transport;Оборудование сигнализации, централизации, блокировки и контактной сети на железнодорожном транспорте",CONTACT NETWORKS ON RAILWAY TRANSPORT;СЕТИ КОНТАКТНЫЕ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ
RILI-RI-KATO-KARI_KAKAKASA,"Painted steel straight articulated fastener, type FP-2, length 1400 mm",material,Steel & Metal,pcs,2283.7,120.08,4447.33,10393.13,4.551,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Signaling, centralization, interlocking, and contact network equipment for railway transport;Оборудование сигнализации, централизации, блокировки и контактной сети на железнодорожном транспорте",CONTACT NETWORKS ON RAILWAY TRANSPORT;СЕТИ КОНТАКТНЫЕ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ
RISA-RI-KAME-MEME_KAKAKAME,KS-007 fork clamp for piston,material,Other,pcs,504.5,26.53,982.47,3802.93,7.538,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Signaling, centralization, interlocking, and contact network equipment for railway transport;Оборудование сигнализации, централизации, блокировки и контактной сети на железнодорожном транспорте",CONTACT NETWORKS ON RAILWAY TRANSPORT;СЕТИ КОНТАКТНЫЕ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ
RIKA-ME-KARI-MEKA_KAKATOPU,"Triangular hot-dip galvanized suspension, length 400 mm, dimensions of the rigid crossbar support of the contact network 450x700 mm",material,Other,pcs,874.59,45.99,1703.18,3734.47,4.27,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Signaling, centralization, interlocking, and contact network equipment for railway transport;Оборудование сигнализации, централизации, блокировки и контактной сети на железнодорожном транспорте",WORKS ON THE RECONSTRUCTION AND OVERHAUL OF EXISTING CONTACT NETWORKS ON RAILWAY TRANSPORT;СЕТИ КОНТАКТНЫЕ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ
RISA-RI-KAME-MEVO_KAKAMEPU,"Straight articulated tubular steel clamp with one additional tubular curved aluminum clamp 1200 mm long and a fixing clamp measuring 70x47x41.5 mm, the length of the additional clamp stand is 150 mm, ",material,Steel & Metal,pcs,6648.86,349.6,12948.11,19032.34,2.8622,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Signaling, centralization, interlocking, and contact network equipment for railway transport;Оборудование сигнализации, централизации, блокировки и контактной сети на железнодорожном транспорте",WORKS ON THE RECONSTRUCTION AND OVERHAUL OF EXISTING CONTACT NETWORKS ON RAILWAY TRANSPORT;РАБОТЫ ПРИ РЕКОНСТРУКЦИИ И КАПИТАЛЬНОМ РЕМОНТЕ СУЩЕСТВУЮЩИХ КОНТАКТНЫХ СЕТЕЙ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ
RISA-RI-KAME-MEVO_KAKAMESA,"Straight articulated tubular steel fastener with two additional tubular curved aluminum fasteners 1200 mm long and a fixing clamp measuring 70x47x41.5 mm, length of the additional fastener stand 150 m",material,Steel & Metal,pcs,10333.41,543.33,20123.49,29579.39,2.8622,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Signaling, centralization, interlocking, and contact network equipment for railway transport;Оборудование сигнализации, централизации, блокировки и контактной сети на железнодорожном транспорте",WORKS ON THE RECONSTRUCTION AND OVERHAUL OF EXISTING CONTACT NETWORKS ON RAILWAY TRANSPORT;РАБОТЫ ПРИ РЕКОНСТРУКЦИИ И КАПИТАЛЬНОМ РЕМОНТЕ СУЩЕСТВУЮЩИХ КОНТАКТНЫХ СЕТЕЙ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ
RISA-RI-KAME-MEVO_KAKAKADX,"Straight articulated tubular aluminum clamp with one additional tubular curved aluminum clamp 1200 mm long and a fixing clamp measuring 70x47x41.5 mm, the length of the additional clamp stand is 150 m",material,Other,pcs,11126.83,585.05,21668.62,31850.57,2.8622,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Signaling, centralization, interlocking, and contact network equipment for railway transport;Оборудование сигнализации, централизации, блокировки и контактной сети на железнодорожном транспорте",WORKS ON THE RECONSTRUCTION AND OVERHAUL OF EXISTING CONTACT NETWORKS ON RAILWAY TRANSPORT;РАБОТЫ ПРИ РЕКОНСТРУКЦИИ И КАПИТАЛЬНОМ РЕМОНТЕ СУЩЕСТВУЮЩИХ КОНТАКТНЫХ СЕТЕЙ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ
RISA-RI-KAME-MEVO_KAKAKAVO,"Straight articulated tubular aluminum clamp with two additional tubular curved aluminum clamps 1200 mm long and a fixing clamp measuring 70x47x41.5 mm, length of the additional clamp stand 150 mm, dia",material,Other,pcs,15559.86,818.14,30301.59,44540.12,2.8622,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Signaling, centralization, interlocking, and contact network equipment for railway transport;Оборудование сигнализации, централизации, блокировки и контактной сети на железнодорожном транспорте",WORKS ON THE RECONSTRUCTION AND OVERHAUL OF EXISTING CONTACT NETWORKS ON RAILWAY TRANSPORT;РАБОТЫ ПРИ РЕКОНСТРУКЦИИ И КАПИТАЛЬНОМ РЕМОНТЕ СУЩЕСТВУЮЩИХ КОНТАКТНЫХ СЕТЕЙ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ
RISA-RI-KAME-KANE_MEKAMESA,"Straight bronze clamp for auxiliary fastening of the middle anchor cable of the contact wire to the supporting cable of the railway contact network, type KS-052-8, dimensions 80x60x46 mm",material,Fasteners,pcs,1451.79,76.34,2827.23,8083.96,5.5682,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Signaling, centralization, interlocking, and contact network equipment for railway transport;Оборудование сигнализации, централизации, блокировки и контактной сети на железнодорожном транспорте",WORKS ON THE RECONSTRUCTION AND OVERHAUL OF EXISTING CONTACT NETWORKS ON RAILWAY TRANSPORT;РАБОТЫ ПРИ РЕКОНСТРУКЦИИ И КАПИТАЛЬНОМ РЕМОНТЕ СУЩЕСТВУЮЩИХ КОНТАКТНЫХ СЕТЕЙ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ
RIKA-ME-KARI-MEDX_MEKARIME,"Bronze spring cable with hinged attachment to the supporting cable and shunting of the hinged joint for attaching the strings, cable cross-section 35 mm2, length MEVO.KAPU m",material,Electrical,pcs,12019.05,631.97,23406.12,216342.72,18.0,EUR,20,2,20,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Signaling, centralization, interlocking, and contact network equipment for railway transport;Оборудование сигнализации, централизации, блокировки и контактной сети на железнодорожном транспорте",WORKS ON THE RECONSTRUCTION AND OVERHAUL OF EXISTING CONTACT NETWORKS ON RAILWAY TRANSPORT;РАБОТЫ ПРИ РЕКОНСТРУКЦИИ И КАПИТАЛЬНОМ РЕМОНТЕ СУЩЕСТВУЮЩИХ КОНТАКТНЫХ СЕТЕЙ НА ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ
